fold_id,retrain_interval,front_type,window,units,lr,epochs,rel_thresh,sharpe,mdd,turnover,penalty
553,10,GA,20,36,0.0005301061396986085,30,0.5992312166176955,14.106225402981616,0.005867183043379371,1.0,0.005867183043379371
553,10,GA,20,40,0.0007229275492729631,15,0.6,14.562859030411007,0.006567183043379499,2.0,0.005867183043379371
553,10,GA,20,36,0.0005301061396986085,27,0.5992312166176955,14.562859030411007,0.006567183043379499,2.0,0.005867183043379371
553,10,GA,19,33,0.0010053146982121884,20,0.5959742550818693,14.562859030411007,0.006567183043379499,2.0,0.005867183043379371
553,10,GA,20,36,0.0009987572898307376,28,0.5857659965672646,14.562859030411007,0.006567183043379499,2.0,0.005867183043379371
553,10,GA,20,36,0.0005301061396986085,27,0.5511774179328641,14.106225402981616,0.005867183043379371,1.0,0.005867183043379371
553,10,GA+BO,20,36,0.0005301061396986085,30,0.5992312166176955,14.106225402981616,0.005867183043379371,1.0,0.005867183043379371
553,10,GA+BO,20,40,0.0007229275492729631,15,0.6,14.562859030411007,0.006567183043379499,2.0,0.005867183043379371
553,10,GA+BO,20,36,0.0005301061396986085,27,0.5992312166176955,14.562859030411007,0.006567183043379499,2.0,0.005867183043379371
553,10,GA+BO,19,33,0.0010053146982121884,20,0.5959742550818693,14.562859030411007,0.006567183043379499,2.0,0.005867183043379371
553,10,GA+BO,20,36,0.0009987572898307376,28,0.5857659965672646,14.562859030411007,0.006567183043379499,2.0,0.005867183043379371
553,10,GA+BO,20,36,0.0005301061396986085,27,0.5511774179328641,14.106225402981616,0.005867183043379371,1.0,0.005867183043379371
553,20,GA,20,36,0.0005,30,0.5,13.222870033377093,0.0035610204731718036,4.0,0.0035610204731718036
553,20,GA,22,41,0.0005,20,0.5108547738476931,13.222870033377093,0.0035610204731718036,1.0,0.0035610204731718036
553,20,GA,19,39,0.001000109545224577,20,0.6030596654596854,13.310509598846869,0.00426102047317177,2.0,0.0035610204731718036
553,20,GA,19,36,0.00011421998131185538,19,0.5164306392412198,13.222870033377093,0.0035610204731718036,1.0,0.0035610204731718036
553,20,GA,20,36,0.0005,30,0.5174683616267639,13.310509598846869,0.00426102047317177,1.0,0.0035610204731718036
553,20,GA,19,36,0.00010196790514447795,18,0.5110403965739815,13.222870033377093,0.0035610204731718036,1.0,0.0035610204731718036
553,20,GA+BO,20,36,0.0005,30,0.5,13.222870033377093,0.0035610204731718036,4.0,0.0035610204731718036
553,20,GA+BO,22,41,0.0005,20,0.5108547738476931,13.222870033377093,0.0035610204731718036,1.0,0.0035610204731718036
553,20,GA+BO,19,39,0.001000109545224577,20,0.6030596654596854,13.310509598846869,0.00426102047317177,2.0,0.0035610204731718036
553,20,GA+BO,19,36,0.00011421998131185538,19,0.5164306392412198,13.222870033377093,0.0035610204731718036,1.0,0.0035610204731718036
553,20,GA+BO,20,36,0.0005,30,0.5174683616267639,13.310509598846869,0.00426102047317177,1.0,0.0035610204731718036
553,20,GA+BO,19,36,0.00010196790514447795,18,0.5110403965739815,13.222870033377093,0.0035610204731718036,1.0,0.0035610204731718036
553,42,GA,19,36,0.0028134572134452802,20,0.48088870584970533,12.75977907528551,0.0,1.0,0.0
553,42,GA,19,36,0.000771816489880271,14,0.48088870584970533,12.75977907528551,0.0,2.0,0.0
553,42,GA,20,48,0.0005020561218140989,30,0.49813475501186605,13.108441464312541,0.000699999999999938,3.0,0.0
553,42,GA+BO,19,36,0.0028134572134452802,20,0.48088870584970533,12.75977907528551,0.0,1.0,0.0
553,42,GA+BO,19,36,0.000771816489880271,14,0.48088870584970533,12.75977907528551,0.0,2.0,0.0
553,42,GA+BO,20,48,0.0005020561218140989,30,0.49813475501186605,13.108441464312541,0.000699999999999938,3.0,0.0
564,10,GA,20,36,0.0005173080938283644,30,0.7,4.327887111745683,0.02756124078550676,9.0,0.0
564,10,GA,20,39,0.0010034874707430745,30,0.7,4.185857230224536,0.013583293251779423,15.0,0.0
564,10,GA+BO,20,36,0.0005173080938283644,30,0.7,4.327887111745683,0.02756124078550676,9.0,0.0
564,10,GA+BO,20,39,0.0010034874707430745,30,0.7,4.185857230224536,0.013583293251779423,15.0,0.0
564,20,GA,20,36,0.000503730480279947,27,0.7,5.397323080274527,0.010866289187132819,11.0,0.0
564,20,GA+BO,20,36,0.000503730480279947,27,0.7,5.397323080274527,0.010866289187132819,11.0,0.0
564,42,GA,20,36,0.0005,28,0.5,5.274239617731249,0.007680195707939668,15.0,0.0
564,42,GA,20,36,0.001002426129051504,20,0.7036704325491865,5.596431718428349,0.010866289187132727,9.0,0.0
564,42,GA,25,34,0.0010066435592464029,20,0.7036704325491865,5.604439828287788,0.01230431621341351,6.0,0.0
564,42,GA+BO,20,36,0.0005,28,0.5,5.274239617731249,0.007680195707939668,15.0,0.0
564,42,GA+BO,20,36,0.001002426129051504,20,0.7036704325491865,5.596431718428349,0.010866289187132727,9.0,0.0
564,42,GA+BO,25,34,0.0010066435592464029,20,0.7036704325491865,5.604439828287788,0.01230431621341351,6.0,0.0
159,10,GA,20,36,0.001,20,0.5,6.8911206316678655,0.001399509999999992,13.0,0.0
159,10,GA,20,40,0.001,30,0.49901345075011094,7.859782210115052,0.008483051001321495,13.0,0.0
159,10,GA+BO,20,36,0.001,20,0.5,6.8911206316678655,0.001399509999999992,13.0,0.0
159,10,GA+BO,20,40,0.001,30,0.49901345075011094,7.859782210115052,0.008483051001321495,13.0,0.0
159,20,GA,21,36,0.0005,24,0.7000005086464487,6.988113690426756,0.0013995099999999983,12.0,0.0
159,20,GA+BO,21,36,0.0005,24,0.7000005086464487,6.988113690426756,0.0013995099999999983,12.0,0.0
159,42,GA,20,41,0.00132654774180486,30,0.5,7.129260744424836,0.0007000000000001303,14.0,0.0
159,42,GA,20,36,0.0027112462973110187,20,0.6443000171780047,7.6425169002838365,0.00459652546818356,14.0,0.0
159,42,GA+BO,20,41,0.00132654774180486,30,0.5,7.129260744424836,0.0007000000000001303,14.0,0.0
159,42,GA+BO,20,36,0.0027112462973110187,20,0.6443000171780047,7.6425169002838365,0.00459652546818356,14.0,0.0
206,10,GA,20,41,0.0012322181550099352,20,0.5,4.632685218533904,0.020913480398077243,16.0,0.0
206,10,GA,20,36,0.00048821102419770363,19,0.7,3.8373360090843125,0.014597746668201416,18.0,0.0
206,10,GA,20,36,0.0011074940214661321,15,0.496464051208079,3.106275756883769,0.01424893997840241,19.0,0.0
206,10,GA,20,36,0.00048818466080412687,19,0.7,3.0375453356446416,0.014234778607591448,18.0,0.0
206,10,GA,20,36,0.001144240972203402,30,0.6,4.719150443130538,0.02508089300652892,10.0,0.0
206,10,GA,20,36,0.0006654395005332493,38,0.7,4.522233452317139,0.014946084079767614,10.0,0.0
206,10,GA+BO,20,41,0.0012322181550099352,20,0.5,4.632685218533904,0.020913480398077243,16.0,0.0
206,10,GA+BO,20,36,0.001144240972203402,30,0.6,4.719150443130538,0.02508089300652892,10.0,0.0
206,10,GA+BO,20,36,0.0006654395005332493,38,0.7,4.522233452317139,0.014946084079767614,10.0,0.0
206,10,GA+BO,10,71,0.000484,16,0.944,4.030892413299244,0.0036021395763408213,10.0,0.0
206,20,GA,20,47,0.0015464912848210971,21,0.7,4.464315955927644,0.02508089300652898,12.0,0.0
206,20,GA,20,41,0.0010013008463916062,20,0.6907293850778607,2.7433272525675463,0.012797752123200492,14.0,0.0
206,20,GA,16,41,0.0012523218538845245,16,0.5019088301124154,3.8721323437459487,0.01814839309650775,19.0,0.0
206,20,GA,20,41,0.0010013008463916062,20,0.7091376470756782,3.7204957359634956,0.014467552981601312,15.0,0.0
206,20,GA,20,36,0.000995475800627933,20,0.6962386162049392,4.748089619551352,0.0264546655881956,12.0,0.0
206,20,GA+BO,20,47,0.0015464912848210971,21,0.7,4.464315955927644,0.02508089300652898,12.0,0.0
206,20,GA+BO,20,41,0.0010013008463916062,20,0.6907293850778607,2.7433272525675463,0.012797752123200492,14.0,0.0
206,20,GA+BO,16,41,0.0012523218538845245,16,0.5019088301124154,3.8721323437459487,0.01814839309650775,19.0,0.0
206,20,GA+BO,20,41,0.0010013008463916062,20,0.7091376470756782,3.7204957359634956,0.014467552981601312,15.0,0.0
206,20,GA+BO,20,36,0.000995475800627933,20,0.6962386162049392,4.748089619551352,0.0264546655881956,12.0,0.0
206,42,GA,20,36,0.001,29,0.6847477531570251,2.2789024879041127,0.012797752123200343,7.0,0.0
206,42,GA,20,36,0.0009891058729909496,31,0.7,5.332973756156017,0.013086357469743837,9.0,0.0
206,42,GA+BO,20,36,0.0009891058729909496,31,0.7,5.332973756156017,0.013086357469743837,9.0,0.0
206,42,GA+BO,10,71,0.000484,16,0.944,4.262631930933826,0.0006999999999999829,4.0,0.0
347,10,GA,20,43,0.0011994943576916044,30,0.7447434230707403,5.663516039373011,0.0054931230680711415,14.0,0.0
347,10,GA,20,34,0.0007877404534127658,34,0.6853651621919905,6.888039591442766,0.008173123049419077,13.0,0.0
347,10,GA,20,45,0.0011994943576916044,30,0.812278792175482,4.969864453434785,0.004761816279313987,10.0,0.0
347,10,GA+BO,20,43,0.0011994943576916044,30,0.7447434230707403,5.663516039373011,0.0054931230680711415,14.0,0.0
347,10,GA+BO,20,34,0.0007877404534127658,34,0.6853651621919905,6.888039591442766,0.008173123049419077,13.0,0.0
347,10,GA+BO,10,66,0.003725,28,0.911,5.029998887083161,0.0007000000000001846,8.0,0.0
347,20,GA,20,36,0.001,20,0.6814611497191368,6.495241424446791,0.009999180069285853,14.0,0.0
347,20,GA,23,36,0.0009988331988081468,20,0.5366520438948496,5.935072806775221,0.0038565201901476285,14.0,0.0
347,20,GA+BO,20,36,0.001,20,0.6814611497191368,6.495241424446791,0.009999180069285853,14.0,0.0
347,20,GA+BO,23,36,0.0009988331988081468,20,0.5366520438948496,5.935072806775221,0.0038565201901476285,14.0,0.0
347,20,GA+BO,10,66,0.003725,28,0.911,4.224182429095324,0.0006999999999999857,6.0,0.0
347,42,GA,20,36,0.00035354798196927744,18,0.5,5.574808420251952,0.008420497289608187,8.0,0.0
347,42,GA,21,38,0.0019986005737742327,20,0.706579337714413,4.72261908030079,0.0038565201901477396,16.0,0.0
347,42,GA+BO,10,119,0.001737,14,0.872,5.654435816753201,0.0007000000000000066,,
364,10,GA,21,36,0.00203089452972207,20,0.5,7.912571591559717,0.0015498688587119811,15.0,0.0
364,10,GA+BO,21,36,0.00203089452972207,20,0.5,7.912571591559717,0.0015498688587119811,15.0,0.0
364,20,GA,20,35,0.00020386355511125632,30,0.7,6.8125111513401695,0.01181436362184734,9.0,0.0
364,20,GA,20,35,0.00018429953092037444,28,0.7,6.866275856060023,0.012304233281278816,12.0,0.0
364,20,GA,23,36,0.00040535450861732016,23,0.7663938202726357,5.415336224002668,0.0107228047834882,16.0,0.0
364,20,GA+BO,20,35,0.00020386355511125632,30,0.7,6.8125111513401695,0.01181436362184734,9.0,0.0
364,20,GA+BO,20,35,0.00018429953092037444,28,0.7,6.866275856060023,0.012304233281278816,12.0,0.0
364,20,GA+BO,23,36,0.00040535450861732016,23,0.7663938202726357,5.415336224002668,0.0107228047834882,16.0,0.0
364,42,GA,20,36,0.0008585429752023238,13,0.6222812297026794,6.04541631444193,0.012304233281278915,5.0,0.0
364,42,GA,20,36,0.0010057923162893837,16,0.7,6.088507448586381,0.012995620317981899,8.0,0.0
364,42,GA+BO,20,36,0.0008585429752023238,13,0.6222812297026794,6.04541631444193,0.012304233281278915,5.0,0.0
364,42,GA+BO,20,36,0.0010057923162893837,16,0.7,6.088507448586381,0.012995620317981899,8.0,0.0
364,42,GA+BO,10,71,0.000484,16,0.944,4.263172645623491,0.0007000000000001155,2.0,0.0
400,10,GA,13,36,0.0027281103089417513,30,0.7889077453563774,6.338333975303487,0.003599969233618899,11.0,0.0
400,10,GA,20,37,0.002768760644950424,20,0.7272454856162575,5.5340701558120715,0.0016421049792230324,14.0,0.0
400,10,GA+BO,13,36,0.0027281103089417513,30,0.7889077453563774,6.338333975303487,0.003599969233618899,11.0,0.0
400,10,GA+BO,20,37,0.002768760644950424,20,0.7272454856162575,5.5340701558120715,0.0016421049792230324,14.0,0.0
400,10,GA+BO,19,45,0.002959,21,0.773,6.689593455413781,0.004688063762873672,14.0,0.0
400,20,GA,20,39,0.0005,30,0.7,4.1848581860107785,0.0039880637628737356,14.0,0.0
400,20,GA,20,40,0.0005,26,0.5942626858212554,5.809364288341451,0.005178277564042156,10.0,0.0
400,20,GA,20,39,0.0005,26,0.5942626858212554,6.757643771396725,0.005384782118239672,13.0,0.0
400,20,GA,20,39,0.000501831321989904,30,0.6942627997079546,5.697798590300404,0.004481414554230056,9.0,0.0
400,20,GA+BO,20,39,0.0005,30,0.7,4.1848581860107785,0.0039880637628737356,14.0,0.0
400,20,GA+BO,20,40,0.0005,26,0.5942626858212554,5.809364288341451,0.005178277564042156,10.0,0.0
400,20,GA+BO,20,39,0.0005,26,0.5942626858212554,6.757643771396725,0.005384782118239672,13.0,0.0
400,20,GA+BO,20,39,0.000501831321989904,30,0.6942627997079546,5.697798590300404,0.004481414554230056,9.0,0.0
400,20,GA+BO,10,66,0.003725,28,0.911,4.069260674280361,0.003039975848737391,10.0,0.0
400,20,GA+BO,10,71,0.000484,16,0.944,3.8923563427887578,0.00139950999999983,7.0,0.0
400,42,GA,21,36,0.001,30,0.6026160561034012,6.490043484775452,0.003903397688962033,14.0,0.0
400,42,GA,20,40,0.001,30,0.598627968694709,5.554545790218433,0.0016421049792230064,17.0,0.0
400,42,GA,19,36,0.0003205681045041303,30,0.6,6.733249702657504,0.00393697288999232,11.0,0.0
400,42,GA+BO,21,36,0.001,30,0.6026160561034012,6.490043484775452,0.003903397688962033,14.0,0.0
400,42,GA+BO,20,40,0.001,30,0.598627968694709,5.554545790218433,0.0016421049792230064,17.0,0.0
400,42,GA+BO,19,36,0.0003205681045041303,30,0.6,6.733249702657504,0.00393697288999232,11.0,0.0
444,10,GA,20,36,0.001,30,0.49013095223198083,4.325818819870079,0.00948304821697998,15.0,0.0
444,10,GA,20,40,0.0004906016561373214,29,0.7,2.6466089039899248,0.007096975133983211,11.0,0.0
444,10,GA,20,37,0.001385830799650091,29,0.7,5.225223209813115,0.010176410083228298,16.0,0.0
444,10,GA,22,36,0.0007215779091807618,29,0.6999430804760705,3.119158897753742,0.009416732755658543,15.0,0.0
444,10,GA+BO,20,36,0.001,30,0.49013095223198083,4.325818819870079,0.00948304821697998,15.0,0.0
444,10,GA+BO,20,40,0.0004906016561373214,29,0.7,2.6466089039899248,0.007096975133983211,11.0,0.0
444,10,GA+BO,20,37,0.001385830799650091,29,0.7,5.225223209813115,0.010176410083228298,16.0,0.0
444,10,GA+BO,22,36,0.0007215779091807618,29,0.6999430804760705,3.119158897753742,0.009416732755658543,15.0,0.0
444,20,GA,17,36,0.0010317365390380034,20,0.6,3.7203580892862655,0.008935402215921305,14.0,0.0
444,20,GA,20,36,0.0005,30,0.6564294122924986,3.6019675185790447,0.004560052701898585,14.0,0.0
444,20,GA,20,36,0.0009843479119582145,20,0.6007866318366754,5.869819425648663,0.008996003965390593,16.0,0.0
444,20,GA+BO,17,36,0.0010317365390380034,20,0.6,3.7203580892862655,0.008935402215921305,14.0,0.0
444,20,GA+BO,20,36,0.0005,30,0.6564294122924986,3.6019675185790447,0.004560052701898585,14.0,0.0
444,20,GA+BO,20,36,0.0009843479119582145,20,0.6007866318366754,5.869819425648663,0.008996003965390593,16.0,0.0
444,42,GA,20,36,0.0005,20,0.7173451752802248,5.099235636651907,0.0007543758017200538,12.0,0.0
444,42,GA,20,36,0.0002142361027751073,30,0.6003498995312468,5.9564803292704385,0.00948304821698014,7.0,0.0
444,42,GA,20,36,0.0003567089663753469,27,0.7822180354849305,5.2586333263336495,0.0018091263560223627,5.0,0.0
444,42,GA+BO,20,36,0.0005,20,0.7173451752802248,5.099235636651907,0.0007543758017200538,12.0,0.0
444,42,GA+BO,20,36,0.0002142361027751073,30,0.6003498995312468,5.9564803292704385,0.00948304821698014,7.0,0.0
444,42,GA+BO,20,36,0.0003567089663753469,27,0.7822180354849305,5.2586333263336495,0.0018091263560223627,5.0,0.0
216,10,GA,20,36,0.002,20,0.5,5.463703805497106,0.017988294089211834,12.0,0.0
216,10,GA+BO,20,36,0.002,20,0.5,5.463703805497106,0.017988294089211834,12.0,0.0
216,10,GA+BO,10,119,0.001737,14,0.872,3.602060487590602,0.011004034205149673,,
216,20,GA,21,36,0.001317231120489321,19,0.7007285642804948,5.645554608059066,0.016789344487206224,8.0,0.0
216,20,GA,20,36,0.001,30,0.6577381877855945,5.997830559415559,0.024836241151245875,9.0,0.0
216,20,GA,20,36,0.000846427445113483,20,0.5156480582888596,5.751433722436251,0.024181257140767333,8.0,0.0
216,20,GA+BO,20,36,0.001,30,0.6577381877855945,5.997830559415559,0.024836241151245875,9.0,0.0
216,20,GA+BO,10,119,0.001737,14,0.872,5.978844378561571,0.0013995099999998524,,
216,42,GA,21,36,0.0011633635155441152,20,0.7472950204569994,6.250455299222661,0.001399509999999903,7.0,0.0
216,42,GA,20,36,0.001438472666244347,31,0.8309422608453977,5.47999931562111,0.0006999999999999819,2.0,0.0
216,42,GA+BO,21,36,0.0011633635155441152,20,0.7472950204569994,6.250455299222661,0.001399509999999903,7.0,0.0
216,42,GA+BO,20,36,0.001438472666244347,31,0.8309422608453977,5.47999931562111,0.0006999999999999819,2.0,0.0
246,10,GA,20,36,0.0004821578036545474,32,0.6991596328664262,4.858985789063904,0.018083632360851493,9.0,0.0
246,10,GA,20,40,0.001,14,0.7,2.48118677979083,0.013790067560905653,14.0,0.0
246,10,GA+BO,20,36,0.0004821578036545474,32,0.6991596328664262,4.858985789063904,0.018083632360851493,9.0,0.0
246,10,GA+BO,20,40,0.001,14,0.7,2.48118677979083,0.013790067560905653,14.0,0.0
246,10,GA+BO,10,38,0.007015,26,0.823,3.400423418179631,0.017094749436656016,12.0,0.0
246,20,GA,20,36,0.0019180377952935875,20,0.5409170221832547,6.2025869063819465,0.00959876897827812,10.0,0.0
246,20,GA+BO,20,36,0.0019180377952935875,20,0.5409170221832547,6.2025869063819465,0.00959876897827812,10.0,0.0
246,42,GA,20,36,0.001239401063206361,20,0.7,7.516391258924191,0.003329927460178474,10.0,0.0
246,42,GA+BO,20,36,0.001239401063206361,20,0.7,7.516391258924191,0.003329927460178474,10.0,0.0
3,10,GA,20,33,0.0009757667811514586,30,0.6,5.112463419323216,0.014254475406025056,10.0,0.0001114976248559
3,10,GA+BO,20,33,0.0009757667811514586,30,0.6,5.112463419323216,0.014254475406025056,10.0,0.0001114976248559
3,10,GA+BO,10,71,0.000484,16,0.944,3.7459084477046396,0.0011360752374034945,8.0,0.0001114976248559
3,20,GA,20,36,0.001,30,0.6966160190630312,6.947762816812995,0.013325605904471882,4.0,0.0001114976248559
3,20,GA,19,36,0.0005353530934500355,27,0.7077362833090478,6.575455235663525,0.0047900275761446065,5.0,0.0001114976248559
3,20,GA+BO,20,36,0.001,30,0.6966160190630312,6.947762816812995,0.013325605904471882,4.0,0.0001114976248559
3,20,GA+BO,19,36,0.0005353530934500355,27,0.7077362833090478,6.575455235663525,0.0047900275761446065,5.0,0.0001114976248559
3,20,GA+BO,10,71,0.000484,16,0.944,3.0201343451840805,0.00320252045886854,4.0,0.0001114976248559
3,42,GA,21,36,0.001,19,0.4893616080155441,5.422350183231553,0.018103213038016406,7.0,0.0
3,42,GA,21,36,0.001,30,0.49172523808172147,3.9099533546815177,0.013214108279616003,6.0,0.0
3,42,GA+BO,21,36,0.001,19,0.4893616080155441,5.422350183231553,0.018103213038016406,7.0,0.0
3,42,GA+BO,21,36,0.001,30,0.49172523808172147,3.9099533546815177,0.013214108279616003,6.0,0.0
3,42,GA+BO,10,66,0.003725,28,0.911,1.7702684411899854,0.011469879675004804,4.0,0.0
35,10,GA,20,36,0.00016611294185729772,20,0.6760491776978126,7.126297737277828,0.0013283625771199673,14.0,0.0004264764687857002
35,10,GA,20,40,0.000939259447184036,20,0.6863145567100314,5.80360099221623,0.001126476468785797,8.0,0.0004264764687857002
35,10,GA+BO,20,36,0.00016611294185729772,20,0.6760491776978126,7.126297737277828,0.0013283625771199673,14.0,0.0004264764687857002
35,10,GA+BO,20,40,0.000939259447184036,20,0.6863145567100314,5.80360099221623,0.001126476468785797,8.0,0.0004264764687857002
35,20,GA,20,36,0.0005,20,0.5036736300505212,5.88990420001187,0.018083756553376417,8.0,0.0004264764687857002
35,20,GA,20,36,0.001,17,0.7,5.766534603941085,0.011922982127550849,6.0,0.0004264764687857002
35,20,GA,20,36,0.0024348593840386843,20,0.7,5.174696757173215,0.004140247399138405,6.0,0.0004264764687857002
35,20,GA,22,36,0.0022065807381335145,22,0.6188198965677194,5.188636662121794,0.011342429842840075,6.0,0.0004264764687857002
35,20,GA+BO,20,36,0.0005,20,0.5036736300505212,5.88990420001187,0.018083756553376417,8.0,0.0004264764687857002
35,20,GA+BO,20,36,0.001,17,0.7,5.766534603941085,0.011922982127550849,6.0,0.0004264764687857002
35,20,GA+BO,20,36,0.0024348593840386843,20,0.7,5.174696757173215,0.004140247399138405,6.0,0.0004264764687857002
35,20,GA+BO,22,36,0.0022065807381335145,22,0.6188198965677194,5.188636662121794,0.011342429842840075,6.0,0.0004264764687857002
35,20,GA+BO,10,66,0.003725,28,0.911,3.6774796548876223,0.003442358516571944,4.0,0.0004264764687857002
35,20,GA+BO,10,104,0.003456,22,0.843,2.1861626617734835,0.0011264764687857463,,
35,42,GA,23,36,0.0010050781079672011,30,0.6120374753317424,8.079056560853386,0.0007000000000000913,11.0,0.0
35,42,GA+BO,23,36,0.0010050781079672011,30,0.6120374753317424,8.079056560853386,0.0007000000000000913,11.0,0.0
35,42,GA+BO,10,71,0.000484,16,0.944,4.1170351435800425,0.0,1.0,0.0
599,10,GA,20,36,0.002,20,0.6,4.480000225411813,0.043860634691689784,16.0,0.0
599,10,GA,20,35,0.0005110812598850959,20,0.5462644541848569,2.596006510540589,0.017668518730984236,17.0,0.0
599,10,GA,20,33,0.0010051844691261519,20,0.6985688615660586,3.65482343635174,0.026768666467473248,15.0,0.0
599,10,GA,19,36,0.0020360711628800575,20,0.5210000721030095,4.278258955259069,0.034959768419467525,19.0,0.0
599,10,GA+BO,20,36,0.002,20,0.6,4.480000225411813,0.043860634691689784,16.0,0.0
599,10,GA+BO,20,35,0.0005110812598850959,20,0.5462644541848569,2.596006510540589,0.017668518730984236,17.0,0.0
599,10,GA+BO,20,33,0.0010051844691261519,20,0.6985688615660586,3.65482343635174,0.026768666467473248,15.0,0.0
599,10,GA+BO,19,36,0.0020360711628800575,20,0.5210000721030095,4.278258955259069,0.034959768419467525,19.0,0.0
599,20,GA,20,35,0.000247165844497024,20,0.7455945331215361,4.9233195172777515,0.015166739776502252,17.0,0.0
599,20,GA,18,36,0.0005,30,0.7006161991287274,5.185496349153859,0.026768666467473213,12.0,0.0
599,20,GA,20,37,0.000247165844497024,20,0.7607795215918053,4.901907070315644,0.005658636661157188,12.0,0.0
599,20,GA+BO,10,71,0.000484,16,0.944,5.226412520981492,0.0007000000000001454,10.0,0.0
599,42,GA,20,36,0.0005,30,0.5049997091211677,3.9904016137786,0.023624621795540406,12.0,0.0
599,42,GA+BO,20,36,0.0005,30,0.5049997091211677,3.9904016137786,0.023624621795540406,12.0,0.0
599,42,GA+BO,39,127,0.007864,13,0.94,2.3727415612703173,0.0023743661899801034,,
652,10,GA,20,36,0.001,20,0.7,4.86935477907333,0.016890543300091102,16.0,0.0
652,10,GA+BO,20,36,0.001,20,0.7,4.86935477907333,0.016890543300091102,16.0,0.0
652,10,GA+BO,20,42,0.002106,18,0.748,3.9507435988118034,0.016159372608430728,12.0,0.0
652,20,GA,20,36,0.001,21,0.6023577963537091,5.96143035468135,0.009081909313764602,11.0,0.0
652,20,GA,20,36,0.002,20,0.4779997107611387,5.031597522315292,0.006119665448788444,10.0,0.0
652,20,GA+BO,20,36,0.001,21,0.6023577963537091,5.96143035468135,0.009081909313764602,11.0,0.0
652,20,GA+BO,20,36,0.002,20,0.4779997107611387,5.031597522315292,0.006119665448788444,10.0,0.0
652,42,GA,22,36,0.002811363183240972,20,0.4995352333767715,5.536718369821428,0.018757231420808387,5.0,0.0
652,42,GA,22,36,0.001989734605537346,20,0.7528601535685657,4.3995571234192195,0.008406852257928258,5.0,0.0
652,42,GA,22,36,0.002811363183240972,20,0.5000204825169008,4.502322379541328,0.015629591883825802,7.0,0.0
652,42,GA+BO,22,36,0.002811363183240972,20,0.4995352333767715,5.536718369821428,0.018757231420808387,5.0,0.0
652,42,GA+BO,22,36,0.001989734605537346,20,0.7528601535685657,4.3995571234192195,0.008406852257928258,5.0,0.0
652,42,GA+BO,22,36,0.002811363183240972,20,0.5000204825169008,4.502322379541328,0.015629591883825802,7.0,0.0
